document,field,gold_state,predicted_state,gold_value,predicted_value,gold_derivation,predicted_derivation,gold_rule,predicted_rule,evidence_role,gold_pages,predicted_page,gold_evidence,predicted_evidence,state,value,page,span,bbox,derivation,support,span_coverage,span_iou,span_dilution,bbox_coverage,bbox_iou,bbox_dilution,verbatim,verbatim_fuzzy_score,joint_correct,confidence,gold_requires_evidence,gold_ambiguous,bbox_provenance,support_note,note
sds_23.pdf,substance_or_mixture,PRESENT,PRESENT,SUBSTANCE,SUBSTANCE,EXPLICIT,DERIVED,,composition_implies_form,direct,2,2,Chemical characterization: Substances,1224444-55-6 (S)-AL 8810,satisfied,satisfied,satisfied,violated,violated,violated,undecidable,0.0000,0.0000,1.00,0.0000,0.0000,0.64,True,0.0,False,0.5,True,False,system,cited premises do not establish a product form,"gold is direct, prediction is derived"
sds_23.pdf,product_cas_number,PRESENT,PRESENT,1224444-55-6,1224444-55-6,EXPLICIT,DIRECT,,,direct,"1,2",1,CAS Number: 1224444-55-6 | 1224444-55-6 (S)-AL 8810,CAS Number: 1224444-55-6,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.9,True,False,system,,
sds_23.pdf,chemical_formula,PRESENT,NOT_STATED,C24H31O4F,,EXPLICIT,DIRECT,,,direct,4,,Structural Formula C24H31O4F,,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_23.pdf,molecular_weight,PRESENT,PRESENT,402.5 g/mol,402.5 g/mol,EXPLICIT,DIRECT,,,direct,4,4,Molecular Weight 402.5 g/mol,Molecular Weight 402.5 g/mol,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.9,True,False,system,,
sds_23.pdf,flash_point,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DIRECT,,,direct,4,4,Flash point: Not applicable.,Flash point: Not applicable.,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.9,True,False,system,,
sds_24.pdf,product_name,PRESENT,PRESENT,824,824,EXPLICIT,DIRECT,,,direct,1,1,Trade name: 824,Trade name: 824,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.9,True,False,system,,
sds_24.pdf,supplier_name,PRESENT,PRESENT,MG Chemicals (Head Office),·,EXPLICIT,DIRECT,,,direct,1,1,Manufacturer/Supplier: MG Chemicals (Head Office),Details of the supplier of the safety data sheet ·,satisfied,violated,satisfied,violated,violated,satisfied,satisfied,0.0000,0.0000,2.00,0.0000,0.0000,1.89,True,0.0,False,0.85,True,False,system,,
sds_24.pdf,substance_or_mixture,PRESENT,NOT_STATED,SUBSTANCE,,EXPLICIT,DIRECT,,,direct,2,,Chemical characterization: Substances,,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_24.pdf,product_cas_number,PRESENT,PRESENT,67-63-0,67-63-0,EXPLICIT,DIRECT,,,direct,"1,2",1,CAS Number: 67-63-0 | 67-63-0 Propan-2-ol,CAS Number: 67-63-0,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.9,True,False,system,,
sds_24.pdf,chemical_formula,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_24.pdf,molecular_weight,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_24.pdf,flash_point,PRESENT,PRESENT,12 °C (53.6 °F),12 °C (53.6 °F),EXPLICIT,DIRECT,,,direct,6,6,Flash point: 12 °C (53.6 °F),Flash point: 12 °C (53.6 °F),satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.9,True,False,system,,
sds_25.pdf,product_name,PRESENT,PRESENT,NS 100,NS 100,EXPLICIT,DIRECT,,,direct,1,1,Product name NS 100,Product name NS 100,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.0585,0.0585,0.06,True,0.0,False,0.9,True,False,system,,
sds_25.pdf,supplier_name,PRESENT,PRESENT,Martin Mathys NV,RUST-OLEUM EUROPE,EXPLICIT,DIRECT,,,direct,1,1,"RUST-OLEUM EUROPE Martin Mathys NV, Kolenbergstraat 23, B-3545 Zelem, Belgium | Tor Coatings Limited",Details of the supplier of the safety data sheet RUST-OLEUM EUROPE,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,0.2000,0.1053,1.10,0.4061,0.2615,0.96,True,0.0,False,0.85,True,True,system,,
sds_25.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DIRECT,,,direct,"3,4",4,Product definition : Mixture | 3.2 Mixtures : Mixture,3.2 Mixtures : Mixture,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,,
sds_25.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,4",4,Product definition : Mixture | 3.2 Mixtures : Mixture,3.2 Mixtures : Mixture,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_25.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,4",4,Product definition : Mixture | 3.2 Mixtures : Mixture,3.2 Mixtures : Mixture,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_25.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,4",4,Product definition : Mixture | 3.2 Mixtures : Mixture,3.2 Mixtures : Mixture,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_25.pdf,flash_point,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DIRECT,,,direct,7,7,Not relevant due to nature of the product.,Flash point Not relevant due to nature of the product.,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,1.0000,0.8000,1.25,1.0000,0.5242,1.91,False,96.3,False,0.9,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_26.pdf,product_name,PRESENT,PRESENT,Bis-Tris,Bis-Tris,EXPLICIT,DIRECT,,,direct,1,1,Trade name: Bis-Tris,Trade name: Bis-Tris,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.9,True,False,system,,
sds_26.pdf,supplier_name,PRESENT,PRESENT,AppliChem GmbH,· Manufacturer/Supplier,EXPLICIT,DIRECT,,,direct,1,1,Manufacturer/Supplier: AppliChem GmbH,Details of the supplier of the safety data sheet · Manufacturer/Supplier:,satisfied,violated,satisfied,violated,violated,satisfied,satisfied,0.3333,0.0769,3.67,0.4716,0.1709,2.23,True,0.0,False,0.85,True,False,system,,
sds_26.pdf,substance_or_mixture,PRESENT,NOT_STATED,SUBSTANCE,,EXPLICIT,DIRECT,,,direct,1,,3.1 Substances,,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_26.pdf,product_cas_number,PRESENT,PRESENT,6976-37-0,6976-37-0,EXPLICIT,DIRECT,,,direct,1,1,CAS Number: 6976-37-0 | 6976-37-0 Bis-Tris,CAS Number: 6976-37-0,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.9,True,False,system,,
sds_26.pdf,chemical_formula,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_26.pdf,molecular_weight,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_26.pdf,flash_point,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DIRECT,,,direct,4,4,Flash point: Not applicable.,Flash point: Not applicable.,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.9,True,False,system,,
sds_27.pdf,product_name,PRESENT,PRESENT,perform® ID,perform® ID,EXPLICIT,DIRECT,,,direct,1,1,Trade name : perform® ID,Trade name perform® ID,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,1.0000,1.0000,1.00,1.0000,1.0000,1.00,False,90.5,False,0.9,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_27.pdf,supplier_name,PRESENT,PRESENT,Schülke & Mayr UK Ltd.,Producer : Schülke & Mayr GmbH,EXPLICIT,DIRECT,,,direct,1,1,Supplier : Schülke & Mayr UK Ltd. | Producer : Schülke & Mayr GmbH,Details of the supplier of the safety data sheet Producer : Schülke & Mayr GmbH,satisfied,violated,satisfied,violated,violated,satisfied,satisfied,1.0000,0.3571,2.80,1.0000,0.4255,2.35,True,0.0,False,0.85,True,True,system,,
sds_27.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DIRECT,,,direct,3,3,3.2 Mixtures | Chemical nature : Mixture with the following substances and non dangerous additives.,3.2 Mixtures,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,,
sds_27.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,3,3,3.2 Mixtures | Chemical nature : Mixture with the following substances and non dangerous additives.,3.2 Mixtures,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_27.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,3,3,3.2 Mixtures | Chemical nature : Mixture with the following substances and non dangerous additives.,3.2 Mixtures,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_27.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,3,3,3.2 Mixtures | Chemical nature : Mixture with the following substances and non dangerous additives.,3.2 Mixtures,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_27.pdf,flash_point,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DIRECT,,,direct,8,8,Flash point : Not applicable,Flash point Not applicable,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,1.0000,1.0000,1.00,1.0000,1.0000,1.00,False,92.3,False,0.9,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_28.pdf,product_name,PRESENT,PRESENT,Diethyl ether,Diethyl ether,EXPLICIT,DIRECT,,,direct,1,1,Product name : Diethyl ether,Product name Diethyl ether,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,1.0000,1.0000,1.00,1.0000,1.0000,1.00,False,92.3,False,0.9,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_28.pdf,supplier_name,PRESENT,PRESENT,Merck Life Science LLC,Merck Life Science LLC,EXPLICIT,DIRECT,,,direct,1,1,Company : Merck Life Science LLC,Company Merck Life Science LLC,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,1.0000,1.0000,1.00,1.0000,1.0000,1.00,False,93.3,False,0.85,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_28.pdf,substance_or_mixture,PRESENT,PRESENT,SUBSTANCE,MIXTURE,EXPLICIT,DERIVED,,composition_implies_form,direct,3,3,3.1 Substances,"Diethyl ether 60-29-7 >= 90 - <= 100 specific | butyl hydroxytoluene 128-37-0 >= 1 - < 2,5",satisfied,violated,satisfied,violated,violated,violated,undecidable,0.0000,0.0000,4.50,0.0000,0.0000,4.30,True,0.0,False,0.5,True,False,system,cited premises do not establish a product form,"gold is direct, prediction is derived"
sds_28.pdf,product_cas_number,PRESENT,NOT_APPLICABLE,60-29-7,,EXPLICIT,DERIVED,,identifier_undefined_for_form,direct,"1,3",3,CAS-No. : 60-29-7 | Diethyl ether 60-29-7 200-467-2 >= 90 - <= 100,"Diethyl ether 60-29-7 >= 90 - <= 100 specific | butyl hydroxytoluene 128-37-0 >= 1 - < 2,5",violated,violated,satisfied,violated,violated,violated,undecidable,0.5556,0.3846,1.00,0.4990,0.4636,0.58,True,0.0,False,0.5,True,False,system,cited premises do not establish a product form,"gold is direct, prediction is derived"
sds_28.pdf,chemical_formula,NOT_STATED,NOT_APPLICABLE,,,ABSENT,DERIVED,,identifier_undefined_for_form,direct,,3,,"Diethyl ether 60-29-7 >= 90 - <= 100 specific | butyl hydroxytoluene 128-37-0 >= 1 - < 2,5",violated,satisfied,n/a,n/a,n/a,n/a,undecidable,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.5,False,False,system,cited premises do not establish a product form,
sds_28.pdf,molecular_weight,PRESENT,NOT_APPLICABLE,"74,12 g/mol",,EXPLICIT,DERIVED,,identifier_undefined_for_form,direct,9,3,"Molecular weight : 74,12 g/mol","Diethyl ether 60-29-7 >= 90 - <= 100 specific | butyl hydroxytoluene 128-37-0 >= 1 - < 2,5",violated,violated,violated,violated,violated,violated,undecidable,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.5,True,False,system,cited premises do not establish a product form,"gold is direct, prediction is derived"
sds_28.pdf,flash_point,PRESENT,PRESENT,-40 °C,40 °C,EXPLICIT,DIRECT,,,direct,8,8,Flash point : -40 °C,Flash point -40 °C,satisfied,violated,satisfied,satisfied,satisfied,satisfied,violated,1.0000,1.0000,1.00,1.0000,1.0000,1.00,False,88.9,False,0.9,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_29.pdf,product_name,PRESENT,NOT_STATED,PETROGREASE SANUS 154 MOLY 2,,EXPLICIT,DIRECT,,,direct,1,,1.1. Identification of the substance or preparation: PETROGREASE SANUS 154 MOLY 2,,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_29.pdf,supplier_name,PRESENT,NOT_STATED,PETROFER ENDÜSTRİYEL YAĞLAR SAN. VE TİC. A.Ş.,,EXPLICIT,DIRECT,,,direct,1,,1.3.Supplier (manufacturer/importer/downstream user/distributor): PETROFER ENDÜSTRİYEL YAĞLAR SAN. VE TİC. A.Ş.,,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_29.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DIRECT,,,direct,1,1,3.2. Mixtures | Chemical characterization (preparation),3.2. Mixtures,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,,
sds_29.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,1,1,3.2. Mixtures | Chemical characterization (preparation),3.2. Mixtures,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_29.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,1,1,3.2. Mixtures | Chemical characterization (preparation),3.2. Mixtures,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_29.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,1,1,3.2. Mixtures | Chemical characterization (preparation),3.2. Mixtures,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,1.0000,1.0000,1.00,True,0.0,True,0.8,True,False,system,premise establishes MIXTURE,
sds_29.pdf,flash_point,PRESENT,PRESENT,>200 °C,>200 °C,EXPLICIT,DIRECT,,,direct,4,4,Flash point : >200 °C,Flash point >200 °C,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,1.0000,1.0000,1.00,1.0000,1.0000,1.00,False,89.5,False,0.9,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
