document,field,gold_state,predicted_state,gold_value,predicted_value,gold_derivation,predicted_derivation,gold_rule,predicted_rule,evidence_role,gold_pages,predicted_page,gold_evidence,predicted_evidence,state,value,page,span,bbox,derivation,support,span_coverage,span_iou,span_dilution,bbox_coverage,bbox_iou,bbox_dilution,verbatim,verbatim_fuzzy_score,joint_correct,confidence,gold_requires_evidence,gold_ambiguous,bbox_provenance,support_note,note
sds_25.pdf,supplier_name,PRESENT,PRESENT,Martin Mathys NV,RUST-OLEUM EUROPE,EXPLICIT,DIRECT,,,direct,1,1,"RUST-OLEUM EUROPE Martin Mathys NV, Kolenbergstraat 23, B-3545 Zelem, Belgium | Tor Coatings Limited",Details of the supplier of the safety data sheet RUST-OLEUM EUROPE,satisfied,satisfied,satisfied,violated,violated,satisfied,satisfied,0.2000,0.1053,1.10,0.3219,0.2158,0.81,True,0.0,False,0.9023,True,True,system,,
sds_25.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DIRECT,,,direct,"3,4",4,Product definition : Mixture | 3.2 Mixtures : Mixture,3.2 Mixtures : Mixture,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6464,0.6464,0.65,True,0.0,False,0.8,True,False,system,,
sds_25.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,4",4,Product definition : Mixture | 3.2 Mixtures : Mixture,3.2 Mixtures : Mixture,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6464,0.6464,0.65,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_25.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,4",4,Product definition : Mixture | 3.2 Mixtures : Mixture,3.2 Mixtures : Mixture,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6464,0.6464,0.65,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_25.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,"3,4",4,Product definition : Mixture | 3.2 Mixtures : Mixture,3.2 Mixtures : Mixture,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6464,0.6464,0.65,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_25.pdf,flash_point,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DIRECT,,,direct,7,7,Not relevant due to nature of the product.,Flash point Not relevant due to nature of the product.,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,1.0000,0.8000,1.25,0.8385,0.4756,1.60,False,96.3,False,0.9265,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_26.pdf,product_name,PRESENT,PRESENT,Bis-Tris,Bis-Tris,EXPLICIT,DIRECT,,,direct,1,1,Trade name: Bis-Tris,Trade name: Bis-Tris,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.7174,0.7174,0.72,True,0.0,False,0.91,True,False,system,,
sds_26.pdf,supplier_name,PRESENT,PRESENT,AppliChem GmbH,» Manufacturer/Supplier,EXPLICIT,DIRECT,,,direct,1,1,Manufacturer/Supplier: AppliChem GmbH,Details of the supplier of the safety data sheet » Manufacturer/Supplier:,satisfied,violated,satisfied,violated,violated,satisfied,satisfied,0.3333,0.0769,3.67,0.4731,0.1763,2.16,True,0.0,False,0.8605,True,False,system,,
sds_26.pdf,substance_or_mixture,PRESENT,NOT_STATED,SUBSTANCE,,EXPLICIT,DIRECT,,,direct,1,,3.1 Substances,,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_26.pdf,product_cas_number,PRESENT,PRESENT,6976-37-0,6976-37-0,EXPLICIT,DIRECT,,,direct,1,1,CAS Number: 6976-37-0 | 6976-37-0 Bis-Tris,CAS Number: 6976-37-0,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,0.8553,0.8553,0.86,True,0.0,True,0.9233,True,False,system,,
sds_26.pdf,chemical_formula,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_26.pdf,molecular_weight,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_26.pdf,flash_point,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DIRECT,,,direct,4,4,Flash point: Not applicable.,Flash point: Not applicable.,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,1.0000,1.0000,1.00,0.9237,0.9237,0.92,True,0.0,True,0.93,True,False,system,,
sds_27.pdf,product_name,PRESENT,PRESENT,perform® ID,perform® ID,EXPLICIT,DIRECT,,,direct,1,1,Trade name : perform® ID,Trade name perform® ID,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,1.0000,1.0000,1.00,0.8685,0.8670,0.87,False,90.5,False,0.8213,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_27.pdf,supplier_name,PRESENT,PRESENT,Schülke & Mayr UK Ltd.,Producer : Schilke & Mayr GmbH,EXPLICIT,DIRECT,,,direct,1,1,Supplier : Schülke & Mayr UK Ltd. | Producer : Schülke & Mayr GmbH,Details of the supplier of the safety data sheet Producer : Schilke & Mayr GmbH,satisfied,violated,satisfied,violated,violated,satisfied,satisfied,0.6000,0.1875,2.80,0.9823,0.4502,2.16,True,0.0,False,0.882,True,True,system,,
sds_27.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DIRECT,,,direct,3,3,3.2 Mixtures | Chemical nature : Mixture with the following substances and non dangerous additives.,3.2 Mixtures,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6704,0.6704,0.67,True,0.0,False,0.8,True,False,system,,
sds_27.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,3,3,3.2 Mixtures | Chemical nature : Mixture with the following substances and non dangerous additives.,3.2 Mixtures,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6704,0.6704,0.67,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_27.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,3,3,3.2 Mixtures | Chemical nature : Mixture with the following substances and non dangerous additives.,3.2 Mixtures,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6704,0.6704,0.67,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_27.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,3,3,3.2 Mixtures | Chemical nature : Mixture with the following substances and non dangerous additives.,3.2 Mixtures,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6704,0.6704,0.67,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_27.pdf,flash_point,NOT_APPLICABLE,NOT_APPLICABLE,,,EXPLICIT,DIRECT,,,direct,8,8,Flash point : Not applicable,Flash point Not applicable,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,1.0000,1.0000,1.00,0.8388,0.8388,0.84,False,92.3,False,0.9263,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_28.pdf,product_name,PRESENT,PRESENT,Diethyl ether,Diethy! ether,EXPLICIT,DIRECT,,,direct,1,1,Product name : Diethyl ether,Product name Diethy! ether,satisfied,violated,satisfied,violated,satisfied,satisfied,violated,0.5000,0.3333,1.00,0.9246,0.8505,1.01,False,92.3,False,0.8625,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_28.pdf,supplier_name,PRESENT,PRESENT,Merck Life Science LLC,Merck Life Science LLC,EXPLICIT,DIRECT,,,direct,1,1,Company : Merck Life Science LLC,Company Merck Life Science LLC,satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,1.0000,1.0000,1.00,0.7925,0.7850,0.80,False,93.3,False,0.905,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_28.pdf,substance_or_mixture,PRESENT,PRESENT,SUBSTANCE,SUBSTANCE,EXPLICIT,DERIVED,,composition_implies_form,direct,3,3,3.1 Substances,Diethyl ether 60-29-7 >= 90 - <= 100 | specific,satisfied,satisfied,satisfied,violated,violated,violated,satisfied,0.0000,0.0000,5.00,0.0000,0.0000,4.48,True,0.0,False,0.5,True,False,system,composition establishes SUBSTANCE,"gold is direct, prediction is derived"
sds_28.pdf,product_cas_number,PRESENT,NOT_STATED,60-29-7,,EXPLICIT,DIRECT,,,direct,"1,3",,CAS-No. : 60-29-7 | Diethyl ether 60-29-7 200-467-2 >= 90 - <= 100,,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_28.pdf,chemical_formula,NOT_STATED,NOT_STATED,,,ABSENT,DIRECT,,,direct,,,,,satisfied,satisfied,n/a,n/a,n/a,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,True,0.0,False,False,none,,
sds_28.pdf,molecular_weight,PRESENT,PRESENT,"74,12 g/mol","74,12 g/mol",EXPLICIT,DIRECT,,,direct,9,9,"Molecular weight : 74,12 g/mol","Molecular weight 74,12 g/mol",satisfied,satisfied,satisfied,satisfied,violated,satisfied,violated,1.0000,1.0000,1.00,0.7887,0.7808,0.80,False,92.9,False,0.9263,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_28.pdf,flash_point,PRESENT,PRESENT,-40 °C,40 °C,EXPLICIT,DIRECT,,,direct,8,8,Flash point : -40 °C,Flash point -40 °C,satisfied,violated,satisfied,satisfied,violated,satisfied,violated,1.0000,1.0000,1.00,0.7833,0.7702,0.80,False,88.9,False,0.8925,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
sds_29.pdf,product_name,PRESENT,NOT_STATED,PETROGREASE SANUS 154 MOLY 2,,EXPLICIT,DIRECT,,,direct,1,,1.1. Identification of the substance or preparation: PETROGREASE SANUS 154 MOLY 2,,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_29.pdf,supplier_name,PRESENT,NOT_STATED,PETROFER ENDÜSTRİYEL YAĞLAR SAN. VE TİC. A.Ş.,,EXPLICIT,DIRECT,,,direct,1,,1.3.Supplier (manufacturer/importer/downstream user/distributor): PETROFER ENDÜSTRİYEL YAĞLAR SAN. VE TİC. A.Ş.,,violated,violated,violated,violated,violated,n/a,n/a,0.0000,0.0000,0.00,0.0000,0.0000,0.00,True,0.0,False,0.0,True,False,none,,
sds_29.pdf,substance_or_mixture,PRESENT,PRESENT,MIXTURE,MIXTURE,EXPLICIT,DIRECT,,,direct,1,1,3.2. Mixtures | Chemical characterization (preparation),3.2. Mixtures,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6390,0.6390,0.64,True,0.0,False,0.8,True,False,system,,
sds_29.pdf,product_cas_number,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,1,1,3.2. Mixtures | Chemical characterization (preparation),3.2. Mixtures,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6390,0.6390,0.64,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_29.pdf,chemical_formula,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,1,1,3.2. Mixtures | Chemical characterization (preparation),3.2. Mixtures,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6390,0.6390,0.64,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_29.pdf,molecular_weight,NOT_APPLICABLE,NOT_APPLICABLE,,,ONTOLOGY,DERIVED,identifier_undefined_for_form,identifier_undefined_for_form,premise,1,1,3.2. Mixtures | Chemical characterization (preparation),3.2. Mixtures,satisfied,satisfied,satisfied,satisfied,violated,satisfied,satisfied,1.0000,1.0000,1.00,0.6390,0.6390,0.64,True,0.0,False,0.8,True,False,system,premise establishes MIXTURE,
sds_29.pdf,flash_point,PRESENT,PRESENT,>200 °C,>200 °C,EXPLICIT,DIRECT,,,direct,4,4,Flash point : >200 °C,Flash point >200 °C,satisfied,satisfied,satisfied,satisfied,satisfied,satisfied,violated,1.0000,1.0000,1.00,0.8585,0.8585,0.86,False,89.5,False,0.8725,True,False,system,citation is not verbatim,cited quote does not occur verbatim on the cited page
